PACID,GroupPACID
2163555772,6002729175
5991709149,6002729175
7113986308,6002729175
2860524568,6002729175
1254567845,6002729175
3274681788,6002729175
1557492535,6002729175
941370647,6002729175
8921161704,6002729175
1254340136,6002729175
2567529225,6002729175
3779617428,6002729175
7618106279,6002729175
7214116425,6002729175
9234298092,6002729175
9335285519,6002729175
9436218021,6002729175
244362788,6002729175
345298113,6002729175
7719165802,6002729175
4981763174,6002729175
8426240532,6002729175
345433504,6002729175
6800074055,6002729175
9234118100,6002729175
345301081,6002729175
9830244631,6002729175
3476683111,6002729175
6608068820,6002729175
4284793696,6002729175
648330837,6002729175
2860623782,6002729175
4183630072,6002729175
1153507819,6002729175
1456414101,6002729175
3476523358,6002729175
9335217819,6002729175
7214074848,6002729175
1254463243,6002729175
9537355540,6002729175
8628242583,6002729175
3779519442,6002729175
2264566207,6002729175
5890943559,6002729175
2567656549,6002729175
5193625044,6002729175
8426066523,6002729175
42463523,6002729175
6204915663,6002729175
4082859681,6002729175
7618130824,6002729175
9335180157,6002729175
4587732748,6002729175
1951433077,6002729175
3375726359,6002729175
1052565314,6002729175
941361778,6002729175
9436287760,6002729175
547394249,6002729175
3678699659,6002729175
8628109915,6002729175
6608038112,6002729175
2466521927,6002729175
7113109638,6002729175
6002859881,6002729175
5991954976,6002729175
8022189901,6002729175
5698807303,6002729175
4284851536,6002729175
9436466711,6002729175
6002005345,6002729175
9133315195,6002729175
6204950587,6002729175
7315970845,6002729175
3971743238,6002729175
2466690839,6002729175
2466461561,6002729175
2668668864,6002729175
5991867871,6002729175
1052404720,6002729175
1052458163,6002729175
8123291960,6002729175
3375731425,6002729175
42341638,6002729175
8022186238,6002729175
3971540303,6002729175
3072526730,6002729175
8820145964,6002729175
840208690,6002729175
6507045093,6002729175
7214116425,6002729175
7911194618,6002729175
840427761,6002729175
8628109634,6002729175
3476456963,6002729175
4082830518,6002729175
840267357,6002729175
1850572272,6002729175
5395813596,6002729175
3779646427,6002729175
2365451317,6002729175
2769514314,6002729175
3577727577,6002729175
9638236128,6002729175
1951469113,6002729175
5698717817,6002729175
7416142500,6002729175
9436112190,6002729175
5294988002,6002729175
3577597996,6002729175
1254568892,6002729175
1658681366,6002729175
2466583869,6002729175
6103914767,6002729175
648422733,6002729175
5496722241,6002729175
6305003914,6002729175
5597713396,6002729175
5294894259,6002729175
9931120425,6002729175
2365630639,6002729175
9931105681,6002729175
4688847650,6002729175
8820215429,6002729175
3971791617,6002729175
9133272321,6002729175
7214061357,6002729175
244312486,6002729175
4486825957,6002729175
1456483130,6002729175
42215345,6002729175
8426186297,6002729175
7517082258,6002729175
8325005010,6002729175
8921160953,6002729175
6800928953,6002729175
7113921784,6002729175
6406885433,6002729175
5890836712,6002729175
6901969690,6002729175
4789778655,6002729175
6608044870,6002729175
6204879919,6002729175
3678795515,6002729175
1456428382,6002729175
446311724,6002729175
4880689033,6002729175
7517026743,6002729175
1254461833,6002729175
7618050980,6002729175
4284870759,6002729175
1759368624,6002729175
4486675964,6002729175
7416266887,6002729175
8628256005,6002729175
4486552916,6002729175
3072791599,6002729175
8426073099,6002729175
9931279569,6002729175
3072518430,6002729175
1557519758,6002729175
4385726579,6002729175
6608063193,6002729175
2466584289,6002729175
7012103435,6002729175
1456308071,6002729175
3476589219,6002729175
9032197645,6002729175
7315261427,6002729175
42348740,6002729175
446434187,6002729175
2466433354,6002729175
6103994454,6002729175
3971743238,6002729175
8527077049,6002729175
7315163037,6002729175
6002864824,6002729175
5597947325,6002729175
9133288863,6002729175
9032274659,6002729175
7214115294,6002729175
648429761,6002729175
9739323395,6002729175
4183947039,6002729175
9931003274,6002729175
1951307693,6002729175
5294044806,6002729175
2860480605,6002729175
7618296815,6002729175
4082612262,6002729175
6103803945,6002729175
244274033,6002729175
3577737121,6002729175
5496886798,6002729175
7810052883,6002729175
9931187549,6002729175
3274695580,6002729175
3971523770,6002729175
6406915875,6002729175
3476616905,6002729175
5890742076,6002729175
4284761644,6002729175
1850423807,6002729175
2668503269,6002729175
8224225529,6002729175
840331559,6002729175
2466636907,6002729175
4385706118,6002729175
7719047299,6002729175
5698833101,6002729175
3072681691,6002729175
1153379979,6002729175
6002084670,6002729175
7810096062,6002729175
9436215498,6002729175
42225476,6002729175
143278341,6002729175
3971634361,6002729175
648585257,6002729175
5991984494,6002729175
7214080860,6002729175
6901831296,6002729175
749340248,6002729175
7618959289,6002729175
6305977521,6002729175
5890742076,6002729175
1456485093,6002729175
5395939664,6002729175
6103957725,6002729175
5294924684,6002729175
244283455,6002729175
2860394335,6002729175
4789708900,6002729175
6204908296,6002729175
3375865132,6002729175
6709912157,6002729175
749279081,6002729175
6406937093,6002729175
6800839531,6002729175
6507905999,6002729175
3476616004,6002729175
1658551510,6002729175
6800846874,6002729175
7113059528,6002729175
9739492828,6002729175
6608900634,6002729175
1951433135,6002729175
1456500677,6002729175
8820123722,6002729175
9436159605,6002729175
1355666280,6002729175
1557679057,6002729175
9739079005,6002729175
2466760939,6002729175
3072613868,6002729175
8628098605,6002729175
6800846874,6002729175
9931232907,6002729175
3072752476,6002729175
1355474321,6002729175
8325170871,6002729175
3173685864,6002729175
2668645193,6002729175
9537129341,6002729175
6901938570,6002729175
5294896783,6002729175
2769484740,6002729175
2062600299,6002729175
8820140361,6002729175
4587795158,6002729175
2163583931,6002729175
3678584182,6002729175
6901959980,6002729175
8123217916,6002729175
4587659891,6002729175
9032282561,6002729175
8123191707,6002729175
6204933799,6002729175
6305939844,6002729175
3870804701,6002729175
6305870460,6002729175
840359725,6002729175
9739148941,6002729175
6800857475,6002729175
3173741527,6002729175
7719026681,6002729175
9638113988,6002729175
1951344340,6002729175
7315078466,6002729175
4789651837,6002729175
1850587544,6002729175
5799845855,6002729175
9830241447,6002729175
7719126309,6002729175
6002908043,6002729175
9133133135,6002729175
4789994708,6002729175
1456499854,6002729175
5597921981,6002729175
3173702446,6002729175
7719932714,6002729175
6901090364,6002729175
3971685512,6002729175
4284794835,6002729175
4183618721,6002729175
5395804777,6002729175
1052471026,6002729175
7719038892,6002729175
7517029143,6002729175
1254386964,6002729175
9931273893,6002729175
2062686827,6002729175
2961705132,6002729175
5092772368,6002729175
4880727072,6002729175
244298032,6002729175
7214081934,6002729175
5294802138,6002729175
4486841038,6002729175
6608907217,6002729175
9234290990,6002729175
9133367956,6002729175
9335174903,6002729175
1153514088,6002729175
1951483486,6002729175
4981737509,6002729175
7810053923,6002729175
4385672252,6002729175
345308144,6002729175
244411262,6002729175
1759423874,6002729175
8628264777,6002729175
1052479656,6002729175
2567594682,6002729175
2860633344,6002729175
840343778,6002729175
2365582491,6002729175
4587699962,6002729175
6002093721,6002729175
1254649262,6002729175
345313839,6002729175
2264582881,6002729175
9830348473,6002729175
9133367956,6002729175
9931231073,6002729175
446289854,6002729175
446319420,6002729175
7517916760,6002729175
7517028392,6002729175
2567593239,6002729175
7618149220,6002729175
8123076973,6002729175
840479317,6002729175
5799935078,6002729175
6800933151,6002729175
8022147537,6002729175
5890858641,6002729175
3476731613,6002729175
4385781673,6002729175
9931093101,6002729175
143224527,6002729175
143227959,6002729175
6800839531,6002729175
4284631318,6002729175
6406751130,6002729175
6608906623,6002729175
6507029154,6002729175
244426427,6002729175
4082809801,6002729175
749454296,6002729175
3274677646,6002729175
9931175783,6002729175
5294914511,6002729175
2062693732,6002729175
5890863344,6002729175
8820393465,6002729175
4981766938,6002729175
2567633969,6002729175
5395832869,6002729175
4789698226,6002729175
6103074968,6002729175
6901871425,6002729175
6901938331,6002729175
648175505,6002729175
5395832869,6002729175
6507014420,6002729175
2769513381,6002729175
1456595024,6002729175
5597901298,6002729175
1658414974,6002729175
9830325331,6002729175
7810056629,6002729175
9133189780,6002729175
4284822628,6002729175
1951334630,6002729175
244402741,6002729175
8628194164,6002729175
1850459264,6002729175
143492207,6002729175
9032304845,6002729175
1951611508,6002729175
749349330,6002729175
8820224348,6002729175
2567540313,6002729175
1759443112,6002729175
7113059320,6002729175
5294042974,6002729175
7618162157,6002729175
3971744582,6002729175
7517928104,6002729175
3375642523,6002729175
6709946346,6002729175
8022318005,6002729175
648301416,6002729175
5496847097,6002729175
3072781020,6002729175
1951439454,6002729175
3577695055,6002729175
1658543285,6002729175
8921169012,6002729175
2264620368,6002729175
9133284805,6002729175
244205862,6002729175
446240774,6002729175
244281319,6002729175
6002094216,6002729175
6002088382,6002729175
5698899680,6002729175
5395762892,6002729175
7214957646,6002729175
4183793243,6002729175
4183893290,6002729175
5092789859,6002729175
446311724,6002729175
3173794195,6002729175
4486689759,6002729175
244228658,6002729175
7810088473,6002729175
5395838379,6002729175
6507059508,6002729175
2567540313,6002729175
1951461425,6002729175
1557495843,6002729175
2769545433,6002729175
4284656877,6002729175
4587859921,6002729175
1850453754,6002729175
446333942,6002729175
42203861,6002729175
1254593536,6002729175
9537476452,6002729175
1052467867,6002729175
446428866,6002729175
6103803945,6002729175
9133383193,6002729175
7315112190,6002729175
5294866844,6002729175
8325170871,6002729175
3274628573,6002729175
1658672167,6002729175
1052477536,6002729175
7113973769,6002729175
3678541638,6002729175
1052404720,6002729175
3476741125,6002729175
4880729847,6002729175
7810138542,6002729175
8224273859,6002729175
9234285982,6002729175
9638204589,6002729175
6204825862,6002729175
9234268111,6002729175
143359992,6002729175
9931239852,6002729175
3971774993,6002729175
3971658394,6002729175
4082830518,6002729175
3375612153,6002729175
6103803945,6002729175
9335389261,6002729175
5092850180,6002729175
6002919743,6002729175
8426244377,6002729175
4880615491,6002729175
143490524,6002729175
42368318,6002729175
2264589746,6002729175
5496986705,6002729175
1951489483,6002729175
5698964682,6002729175
8921300740,6002729175
1456482751,6002729175
2668554411,6002729175
8426950221,6002729175
2668654369,6002729175
7113104225,6002729175
9133311244,6002729175
9133435662,6002729175
4880633577,6002729175
8628240983,6002729175
840518528,6002729175
2567650021,6002729175
941368286,6002729175
3971749649,6002729175
2769658087,6002729175
9830170620,6002729175
9931269255,6002729175
3375590532,6002729175
9638361363,6002729175
3678531506,6002729175
5092861963,6002729175
8325177496,6002729175
8123178027,6002729175
8729180294,6002729175
42395204,6002729175
3870765852,6002729175
4587792700,6002729175
2961544663,6002729175
42363202,6002729175
9638113129,6002729175
143371708,6002729175
8224295597,6002729175
7719051317,6002729175
8729000583,6002729175
6305840463,6002729175
6406823582,6002729175
5294059366,6002729175
7012106693,6002729175
5597952390,6002729175
1951358498,6002729175
840206801,6002729175
7618070970,6002729175
5597821132,6002729175
1951334630,6002729175
345396040,6002729175
6901922285,6002729175
2567650021,6002729175
6002002714,6002729175
6901930783,6002729175
2365634706,6002729175
7315024437,6002729175
3577505247,6002729175
244391118,6002729175
9638162472,6002729175
2466689328,6002729175
8022200146,6002729175
2860610664,6002729175
5698969251,6002729175
1456326099,6002729175
8527216456,6002729175
8820047111,6002729175
3870506926,6002729175
8022299577,6002729175
2365504750,6002729175
941386155,6002729175
1355399494,6002729175
4284959602,6002729175
2769430974,6002729175
5597089243,6002729175
9537469176,6002729175
4688686512,6002729175
4789631102,6002729175
648213017,6002729175
4587795158,6002729175
7315129079,6002729175
446146328,6002729175
8224261284,6002729175
9537231477,6002729175
9234350109,6002729175
143475335,6002729175
9739212150,6002729175
143397190,6002729175
9739219544,6002729175
7719049568,6002729175
1052506763,6002729175
3870624646,6002729175
9537149398,6002729175
6507040110,6002729175
749472868,6002729175
5395871859,6002729175
7416965793,6002729175
840485645,6002729175
1759412877,6002729175
6103901392,6002729175
2062604184,6002729175
1456483130,6002729175
5799826533,6002729175
6507052784,6002729175
8224175617,6002729175
7911154174,6002729175
9436218880,6002729175
941363519,6002729175
1658391685,6002729175
8820121874,6002729175
42215345,6002729175
4688687338,6002729175
2163581067,6002729175
5395810972,6002729175
6507916202,6002729175
7618901174,6002729175
547445876,6002729175
5890729172,6002729175
9739318403,6002729175
9133028061,6002729175
2365508082,6002729175
1759554157,6002729175
8921237512,6002729175
4981730348,6002729175
7315061678,6002729175
244286904,6002729175
547226128,6002729175
5698704344,6002729175
9234391186,6002729175
4082883400,6002729175
6507840246,6002729175
2264657634,6002729175
9436128949,6002729175
7012077811,6002729175
5890825228,6002729175
4880763275,6002729175
6608003439,6002729175
4688853088,6002729175
7214019181,6002729175
4385620756,6002729175
1456591296,6002729175
7315001658,6002729175
8325231202,6002729175
1557424348,6002729175
4880718147,6002729175
3870774185,6002729175
5698867877,6002729175
4082773015,6002729175
2668528571,6002729175
1254494016,6002729175
2567535917,6002729175
8921292145,6002729175
2163559097,6002729175
648255588,6002729175
7315255619,6002729175
6103005418,6002729175
6002900677,6002729175
5395971659,6002729175
5395806186,6002729175
5799955290,6002729175
143319681,6002729175
648376806,6002729175
2466584305,6002729175
9335184225,6002729175
7214941467,6002729175
8022298280,6002729175
4587602164,6002729175
8325265754,6002729175
42469066,6002729175
8921102336,6002729175
8224261284,6002729175
3779632443,6002729175
1850583493,6002729175
7911972328,6002729175
244548881,6002729175
9537269329,6002729175
345438891,6002729175
7214060391,6002729175
5092038299,6002729175
8426110420,6002729175
7416910369,6002729175
5597994996,6002729175
9133299704,6002729175
941334007,6002729175
2961395728,6002729175
941373112,6002729175
8022269695,6002729175
1052482049,6002729175
2668445495,6002729175
6204911837,6002729175
9234362609,6002729175
345494647,6002729175
9133367956,6002729175
5193855534,6002729175
2365639846,6002729175
9830126713,6002729175
4082886098,6002729175
4385892918,6002729175
7113932013,6002729175
6608191648,6002729175
749472868,6002729175
1850609256,6002729175
446258396,6002729175
6800964271,6002729175
7113973769,6002729175
5294884821,6002729175
5294888467,6002729175
2860687738,6002729175
7719055011,6002729175
8628139482,6002729175
4284656653,6002729175
7214123827,6002729175
648330803,6002729175
9931269404,6002729175
1052561032,6002729175
1153396734,6002729175
9335136605,6002729175
1557419140,6002729175
3971528308,6002729175
5991718405,6002729175
42248205,6002729175
2466496237,6002729175
6709937337,6002729175
4183758220,6002729175
6608934732,6002729175
7012982614,6002729175
5698954576,6002729175
5597802322,6002729175
6507824844,6002729175
6800911272,6002729175
5799977989,6002729175
8426220450,6002729175
648464321,6002729175
8022050814,6002729175
1658414974,6002729175
3971550393,6002729175
547394249,6002729175
1456415223,6002729175
648312777,6002729175
4789994708,6002729175
941474068,6002729175
1456432152,6002729175
648308478,6002729175
9234457698,6002729175
6901847086,6002729175
9436212917,6002729175
2466677851,6002729175
4789627423,6002729175
42207359,6002729175
9638249683,6002729175
143480038,6002729175
3274590989,6002729175
3173539244,6002729175
3274679808,6002729175
3779572094,6002729175
8628137023,6002729175
3971797937,6002729175
3274664495,6002729175
1951307693,6002729175
6800023078,6002729175
648459297,6002729175
7911915103,6002729175
3375614761,6002729175
9133200496,6002729175
8729209499,6002729175
2365758315,6002729175
2062542319,6002729175
5496815581,6002729175
244558989,6002729175
2961560099,6002729175
749369767,6002729175
1658439021,6002729175
6608909577,6002729175
4385620756,6002729175
7416131149,6002729175
6901113216,6002729175
4981674546,6002729175
8729236476,6002729175
8527375260,6002729175
5799952743,6002729175
7618036781,6002729175
4284715962,6002729175
9537187869,6002729175
3274664495,6002729175
4284819137,6002729175
3375510639,6002729175
8527026244,6002729175
8527108380,6002729175
6305931528,6002729175
345387429,6002729175
5294784443,6002729175
3577736586,6002729175
4183756729,6002729175
4789718826,6002729175
9537296264,6002729175
2365572773,6002729175
2062606718,6002729175
3274708045,6002729175
9739188848,6002729175
6305939844,6002729175
2961535257,6002729175
3577597319,6002729175
8527061241,6002729175
8921281924,6002729175
1355326950,6002729175
2264598994,6002729175
8628972536,6002729175
5890825228,6002729175
1850293630,6002729175
1759521875,6002729175
5193625044,6002729175
1052506763,6002729175
648429761,6002729175
345563482,6002729175
9739237603,6002729175
4385792654,6002729175
3870765852,6002729175
8729052576,6002729175
6709826860,6002729175
3375669880,6002729175
9830386077,6002729175
9739307802,6002729175
3779673231,6002729175
3072664770,6002729175
3274676549,6002729175
4183602428,6002729175
2466632625,6002729175
1052480605,6002729175
345327078,6002729175
3870689854,6002729175
4385734334,6002729175
7315000130,6002729175
6507908498,6002729175
7719295278,6002729175
8527104736,6002729175
8628260585,6002729175
7214074541,6002729175
4385705623,6002729175
6709948557,6002729175
1658441506,6002729175
8820277197,6002729175
9234171802,6002729175
8123169513,6002729175
2365456423,6002729175
6709943707,6002729175
4486604642,6002729175
3072637073,6002729175
7214069392,6002729175
2163608498,6002729175
244224640,6002729175
840356382,6002729175
7719932714,6002729175
42316044,6002729175
7810940822,6002729175
8022110063,6002729175
345372439,6002729175
7214976257,6002729175
5092752659,6002729175
6305987124,6002729175
5799818647,6002729175
2365678729,6002729175
42203861,6002729175
9436464047,6002729175
244423226,6002729175
547321283,6002729175
9537331988,6002729175
6901945500,6002729175
5799979233,6002729175
244392744,6002729175
3274662242,6002729175
4183795602,6002729175
840258570,6002729175
941326326,6002729175
5395795009,6002729175
1951399849,6002729175
1658553151,6002729175
6800065228,6002729175
8022081389,6002729175
5092701409,6002729175
749327765,6002729175
2668369877,6002729175
9537248083,6002729175
2466355540,6002729175
6406916147,6002729175
9931231529,6002729175
7012965809,6002729175
1254226590,6002729175
5890889430,6002729175
8628232634,6002729175
42277147,6002729175
4981757820,6002729175
4082836556,6002729175
1951434323,6002729175
9234285982,6002729175
4486697117,6002729175
648394858,6002729175
9032192745,6002729175
6305908427,6002729175
4486849361,6002729175
2769441161,6002729175
5991863698,6002729175
9830332394,6002729175
9638118334,6002729175
8729200480,6002729175
5193977718,6002729175
6103005103,6002729175
244356343,6002729175
3577453117,6002729175
6103901392,6002729175
4385775485,6002729175
7315255619,6002729175
244411262,6002729175
3173573649,6002729175
1456412956,6002729175
9436328663,6002729175
4486847258,6002729175
6507949112,6002729175
3274590989,6002729175
8325230782,6002729175
2062577539,6002729175
8224214689,6002729175
3577615707,6002729175
8224206768,6002729175
9931224516,6002729175
8123214491,6002729175
8628130945,6002729175
941489215,6002729175
3971811548,6002729175
2668692088,6002729175
2860715992,6002729175
5193750792,6002729175
9739248428,6002729175
5698947372,6002729175
1052318383,6002729175
4688619851,6002729175
8921160722,6002729175
4880612258,6002729175
8022200963,6002729175
345309639,6002729175
42396491,6002729175
6608013552,6002729175
4183780521,6002729175
2860440773,6002729175
6406948942,6002729175
1355318726,6002729175
1254238116,6002729175
2062314685,6002729175
1951334168,6002729175
648418400,6002729175
